row-ha4k_sixz-6ayk,00000000-0000-0000-C6F9-ECD8C5781249,0,1547082817,,1597365858,,{ },BELLA,110
row-ktz9-sh3q_zh4s,00000000-0000-0000-E612-F10C1A4BF92C,0,1547082817,,1547082817,,{ },BUDDY,83
row-rigu-38i8~3nnn,00000000-0000-0000-4DEB-6E51AB3CB130,0,1547082817,,1547082817,,{ },MAX,81
row-9e3g_qffp-4n7k,00000000-0000-0000-7516-21B347B7CB94,0,1547082817,,1547082817,,{ },SADIE,80
row-96uk.mhfj~dctj,00000000-0000-0000-D187-77B18EE9B082,0,1547082817,,1547082817,,{ },LUCY,74
row-y5ez-mze4_3fjy,00000000-0000-0000-785E-426B7EC88528,0,1547082817,,1547082817,,{ },BAILEY,67
row-nvga.8ueu_49mg,00000000-0000-0000-B49D-0360B308674E,0,1547082817,,1547082817,,{ },DAISY,64
row-7k2y_mev2.nrte,00000000-0000-0000-8151-C17DBAC3FD8E,0,1547082817,,1547082817,,{ },LUNA,63
row-xwcr_cp62.p7ae,00000000-0000-0000-6378-1D11FBDBCAD7,0,1547082817,,1547082817,,{ },CHARLIE,60
row-jegh~bkaq~y227,00000000-0000-0000-FFF4-CD4D2EFA7D6A,0,1547082817,,1547082817,,{ },MAGGIE,57
row-i3mu_djxs.m4rq,00000000-0000-0000-326B-90B7EE29B617,0,1547082817,,1547082817,,{ },MOLLY,56
row-cjxa~4asj.rqzb,00000000-0000-0000-783A-C5F1F6329DBF,0,1547082817,,1547082817,,{ },COOPER,54
row-i9yr-bb6a~tieu,00000000-0000-0000-606E-3F4EF971F31D,0,1547082817,,1547082817,,{ },GINGER,49
row-w9m5~jewt~tt58,00000000-0000-0000-4B4F-25AC9945D2C0,0,1547082817,,1547082817,,{ },JACK,49
row-zdc7~w9e2-awda,00000000-0000-0000-5963-A0F571B0548C,0,1547082817,,1547082817,,{ },WILLOW,49
row-kjww_4769.czws,00000000-0000-0000-1C18-D999BB294D83,0,1547082817,,1547082817,,{ },ABBY,47
row-4zdm-6ge4_cm8s,00000000-0000-0000-F685-4070BEFC3642,0,1547082817,,1547082817,,{ },BEAR,46
row-zhiu~ehut_gufs,00000000-0000-0000-BED5-CA630EEB5FFE,0,1547082817,,1547082817,,{ },LILY,45
row-86wq~uwyp_ppap,00000000-0000-0000-4E5C-6430FD9CDEC8,0,1547082817,,1547082817,,{ },DUKE,44
row-gdxa_dsag_ymjn,00000000-0000-0000-D812-4BC39C6877DB,0,1547082817,,1547082817,,{ },KODA,44
row-xm3w-vrg8.xbei,00000000-0000-0000-4DC7-6CBDF4AFA11F,0,1547082817,,1547082817,,{ },ROCKY,44
row-a85q~xj7v_t9mp,00000000-0000-0000-B139-4EF7E0B2E714,0,1547082817,,1547082817,,{ },CHLOE,39
